Fecha;CodZR;DesZR;CodMun;DesMun;NuevosCasos;AcumuladoCasosHastaLaFecha
2020-08-19 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;3;89
2020-08-19 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;4;59
2020-08-19 00:00:00;35;ANCÕN-AM…SCOA;18;ARAMENDÕA;1;1
2020-08-19 00:00:00;39;SAN ADRI¡N;38;ANDOSILLA;1;10
2020-08-19 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;3;110
2020-08-19 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;1;51
2020-08-19 00:00:00;14;BERRIOZAR;46;BERRIOZAR;2;117
2020-08-19 00:00:00;8;ULTZAMA;52;BURUTAIN;1;1
2020-08-19 00:00:00;39;SAN ADRI¡N;148;AZAGRA;5;27
2020-08-19 00:00:00;6;ELIZONDO;198;MUGAIRI;1;1
2020-08-19 00:00:00;13;BURLADA;227;BURLADA / BURLATA;3;308
2020-08-19 00:00:00;39;SAN ADRI¡N;234;C¡RCAR;1;18
2020-08-19 00:00:00;48;CORELLA;241;CASTEJ”N;1;24
2020-08-19 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;1;138
2020-08-19 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;3;189
2020-08-19 00:00:00;51;BU—UEL;262;CORTES;1;6
2020-08-19 00:00:00;36;LOS ARCOS;263;DESOJO;1;2
2020-08-19 00:00:00;67;SARRIGUREN;297;SARRIGUREN;3;151
2020-08-19 00:00:00;28;NO¡IN;304;NO¡IN;1;110
2020-08-19 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;8;85
2020-08-19 00:00:00;44;PERALTA;389;FUNES;1;27
2020-08-19 00:00:00;51;BU—UEL;390;FUSTI—ANA;1;34
2020-08-19 00:00:00;28;NO¡IN;397;ESQUÕROZ;2;7
2020-08-19 00:00:00;32;ESTELLA;464;LABEAGA;1;2
2020-08-19 00:00:00;7;DONEZTEBE/SANTESTEBAN;477;ITUREN;1;3
2020-08-19 00:00:00;14;BERRIOZAR;513;BEORBURU;1;3
2020-08-19 00:00:00;35;ANCÕN-AM…SCOA;527;GASTI¡IN;1;2
2020-08-19 00:00:00;38;LODOSA;554;LAZAGURRÕA;1;1
2020-08-19 00:00:00;38;LODOSA;646;MENDAVIA;1;12
2020-08-19 00:00:00;1;ALTSASU/ALSASUA;707;OLAZTI / OLAZAGUTÕA;1;7
2020-08-19 00:00:00;33;VILLATUERTA;745;OTEIZA;2;4
2020-08-19 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;3;171
2020-08-19 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;2;322
2020-08-19 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;4;277
2020-08-19 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;2;174
2020-08-19 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;4;331
2020-08-19 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;1;230
2020-08-19 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;1;215
2020-08-19 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;2;215
2020-08-19 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;1;407
2020-08-19 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;2;93
2020-08-19 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;2;37
2020-08-19 00:00:00;27;PUENTE LA REINA;756;PUENTE LA REINA / GARES;4;26
2020-08-19 00:00:00;40;TAFALLA;793;TAFALLA;1;266
2020-08-19 00:00:00;45;TUDELA OESTE;802;TUDELA;4;186
2020-08-19 00:00:00;46;TUDELA ESTE;802;TUDELA;17;419
2020-08-19 00:00:00;99;FUERA DE NAVARRA;802;TUDELA;1;11
2020-08-19 00:00:00;8;ULTZAMA;810;ELTSO;1;1
2020-08-19 00:00:00;37;VIANA;886;VIANA;1;21
2020-08-20 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;1;37
2020-08-20 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;2;91
2020-08-20 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;1;60
2020-08-20 00:00:00;39;SAN ADRI¡N;38;ANDOSILLA;1;11
2020-08-20 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;1;111
2020-08-20 00:00:00;32;ESTELLA;146;AYEGUI / AIEGI;1;9
2020-08-20 00:00:00;51;BU—UEL;223;BU—UEL;1;9
2020-08-20 00:00:00;13;BURLADA;227;BURLADA / BURLATA;2;310
2020-08-20 00:00:00;42;CARCASTILLO;235;CARCASTILLO;1;36
2020-08-20 00:00:00;48;CORELLA;241;CASTEJ”N;1;25
2020-08-20 00:00:00;99;FUERA DE NAVARRA;241;CASTEJ”N;1;2
2020-08-20 00:00:00;25;ZIZUR-ECHAVACOIZ;249;ASTR¡IN;1;5
2020-08-20 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;2;191
2020-08-20 00:00:00;48;CORELLA;261;CORELLA;4;88
2020-08-20 00:00:00;2;ETXARRI-ARANATZ;278;ETXARRI ARANATZ;1;34
2020-08-20 00:00:00;15;ORCOYEN;280;ETXAURI;1;7
2020-08-20 00:00:00;11;HUARTE;292;GORRAIZ;2;43
2020-08-20 00:00:00;11;HUARTE;295;OLAZ;1;8
2020-08-20 00:00:00;67;SARRIGUREN;297;SARRIGUREN;2;153
2020-08-20 00:00:00;28;NO¡IN;304;NO¡IN;1;111
2020-08-20 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;7;92
2020-08-20 00:00:00;99;FUERA DE NAVARRA;337;ESTELLA-LIZARRA;1;4
2020-08-20 00:00:00;11;HUARTE;355;OLLOKI;1;13
2020-08-20 00:00:00;28;NO¡IN;400;SALINAS DE PAMPLONA;1;5
2020-08-20 00:00:00;28;NO¡IN;402;BERI¡IN;1;39
2020-08-20 00:00:00;99;FUERA DE NAVARRA;448;HUARTE / UHARTE;1;3
2020-08-20 00:00:00;29;SANG‹ESA;509;JAVIER;1;2
2020-08-20 00:00:00;2;ETXARRI-ARANATZ;525;LAKUNTZA;1;9
2020-08-20 00:00:00;41;ARTAJONA;534;LARRAGA;1;22
2020-08-20 00:00:00;38;LODOSA;613;LODOSA;2;38
2020-08-20 00:00:00;41;ARTAJONA;664;MIRANDA DE ARGA;1;34
2020-08-20 00:00:00;99;FUERA DE NAVARRA;667;MONTEAGUDO;1;1
2020-08-20 00:00:00;50;CASCANTE;671;MURCHANTE;1;20
2020-08-20 00:00:00;1;ALTSASU/ALSASUA;707;OLAZTI / OLAZAGUTÕA;1;8
2020-08-20 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;4;326
2020-08-20 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;4;335
2020-08-20 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;1;231
2020-08-20 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;1;216
2020-08-20 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;2;434
2020-08-20 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;1;216
2020-08-20 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;2;59
2020-08-20 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;2;409
2020-08-20 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;1;94
2020-08-20 00:00:00;27;PUENTE LA REINA;756;PUENTE LA REINA / GARES;1;27
2020-08-20 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;2;132
2020-08-20 00:00:00;7;DONEZTEBE/SANTESTEBAN;786;DONEZTEBE / SANTESTEBAN;2;17
2020-08-20 00:00:00;40;TAFALLA;793;TAFALLA;1;267
2020-08-20 00:00:00;45;TUDELA OESTE;802;TUDELA;6;192
2020-08-20 00:00:00;46;TUDELA ESTE;802;TUDELA;10;429
2020-08-20 00:00:00;99;FUERA DE NAVARRA;802;TUDELA;4;15
2020-08-20 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;1;95
2020-08-20 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;3;241
2020-08-21 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;1;38
2020-08-21 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;4;95
2020-08-21 00:00:00;35;ANCÕN-AM…SCOA;36;ANCÕN;2;3
2020-08-21 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;3;114
2020-08-21 00:00:00;14;BERRIOZAR;44;BERRIOPLANO / BERRIOBEITI;1;11
2020-08-21 00:00:00;14;BERRIOZAR;46;BERRIOZAR;2;119
2020-08-21 00:00:00;8;ULTZAMA;58;OLAGUE;1;1
2020-08-21 00:00:00;3;IRURTZUN;66;UZTEGI;1;1
2020-08-21 00:00:00;3;IRURTZUN;92;IRURTZUN;1;13
2020-08-21 00:00:00;2;ETXARRI-ARANATZ;102;ARBIZU;1;14
2020-08-21 00:00:00;32;ESTELLA;146;AYEGUI / AIEGI;1;10
2020-08-21 00:00:00;39;SAN ADRI¡N;148;AZAGRA;2;29
2020-08-21 00:00:00;99;FUERA DE NAVARRA;148;AZAGRA;1;2
2020-08-21 00:00:00;6;ELIZONDO;187;ELIZONDO;1;78
2020-08-21 00:00:00;7;DONEZTEBE/SANTESTEBAN;212;LEGASA;1;3
2020-08-21 00:00:00;13;BURLADA;227;BURLADA / BURLATA;4;314
2020-08-21 00:00:00;67;SARRIGUREN;227;BURLADA / BURLATA;1;21
2020-08-21 00:00:00;43;OLITE;232;CAPARROSO;1;44
2020-08-21 00:00:00;50;CASCANTE;238;CASCANTE;2;54
2020-08-21 00:00:00;48;CORELLA;241;CASTEJ”N;1;26
2020-08-21 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;4;142
2020-08-21 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;4;195
2020-08-21 00:00:00;5;LESAKA;270;ETXALAR;1;1
2020-08-21 00:00:00;67;SARRIGUREN;297;SARRIGUREN;8;161
2020-08-21 00:00:00;28;NO¡IN;304;NO¡IN;2;113
2020-08-21 00:00:00;9;AURITZ/BURGUETE;332;BIZKARRETA-GERENDIAIN;1;1
2020-08-21 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;5;97
2020-08-21 00:00:00;28;NO¡IN;400;SALINAS DE PAMPLONA;1;6
2020-08-21 00:00:00;32;ESTELLA;464;LABEAGA;1;3
2020-08-21 00:00:00;5;LESAKA;587;LESAKA;1;1
2020-08-21 00:00:00;44;PERALTA;643;MARCILLA;1;12
2020-08-21 00:00:00;43;OLITE;709;OLITE / ERRIBERRI;1;37
2020-08-21 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;4;175
2020-08-21 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;9;335
2020-08-21 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;4;281
2020-08-21 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;1;175
2020-08-21 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;3;338
2020-08-21 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;2;233
2020-08-21 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;2;218
2020-08-21 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;1;435
2020-08-21 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;2;218
2020-08-21 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;7;416
2020-08-21 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;5;195
2020-08-21 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;2;96
2020-08-21 00:00:00;67;SARRIGUREN;747;PAMPLONA / IRU—A;3;20
2020-08-21 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;1;37
2020-08-21 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;3;135
2020-08-21 00:00:00;29;SANG‹ESA;782;SANG‹ESA / ZANGOZA;3;97
2020-08-21 00:00:00;7;DONEZTEBE/SANTESTEBAN;786;DONEZTEBE / SANTESTEBAN;1;18
2020-08-21 00:00:00;40;TAFALLA;793;TAFALLA;1;268
2020-08-21 00:00:00;28;NO¡IN;795;CAMPANAS;1;2
2020-08-21 00:00:00;45;TUDELA OESTE;802;TUDELA;8;200
2020-08-21 00:00:00;46;TUDELA ESTE;802;TUDELA;17;446
2020-08-21 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;6;34
2020-08-21 00:00:00;99;FUERA DE NAVARRA;889;VILLAFRANCA;1;1
2020-08-21 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;2;97
2020-08-21 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;2;243
2020-08-22 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;1;39
2020-08-22 00:00:00;50;CASCANTE;11;ABLITAS;1;15
2020-08-22 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;1;61
2020-08-22 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;1;115
2020-08-22 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;1;52
2020-08-22 00:00:00;14;BERRIOZAR;46;BERRIOZAR;2;121
2020-08-22 00:00:00;47;VALTIERRA-CADREITA;127;ARGUEDAS;1;15
2020-08-22 00:00:00;39;SAN ADRI¡N;148;AZAGRA;3;32
2020-08-22 00:00:00;99;FUERA DE NAVARRA;148;AZAGRA;1;3
2020-08-22 00:00:00;6;ELIZONDO;198;MUGAIRI;2;3
2020-08-22 00:00:00;13;BURLADA;227;BURLADA / BURLATA;1;315
2020-08-22 00:00:00;99;FUERA DE NAVARRA;241;CASTEJ”N;1;3
2020-08-22 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;1;143
2020-08-22 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;2;197
2020-08-22 00:00:00;48;CORELLA;261;CORELLA;2;90
2020-08-22 00:00:00;51;BU—UEL;262;CORTES;1;7
2020-08-22 00:00:00;15;ORCOYEN;280;ETXAURI;1;8
2020-08-22 00:00:00;11;HUARTE;292;GORRAIZ;1;44
2020-08-22 00:00:00;67;SARRIGUREN;297;SARRIGUREN;1;162
2020-08-22 00:00:00;28;NO¡IN;304;NO¡IN;1;114
2020-08-22 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;4;101
2020-08-22 00:00:00;28;NO¡IN;395;CORDOVILLA;1;17
2020-08-22 00:00:00;28;NO¡IN;402;BERI¡IN;1;40
2020-08-22 00:00:00;11;HUARTE;448;HUARTE / UHARTE;1;88
2020-08-22 00:00:00;4;LEITZA;563;LEITZA;1;2
2020-08-22 00:00:00;47;VALTIERRA-CADREITA;662;MILAGRO;1;12
2020-08-22 00:00:00;41;ARTAJONA;664;MIRANDA DE ARGA;2;36
2020-08-22 00:00:00;42;CARCASTILLO;676;MURILLO EL FRUTO;3;39
2020-08-22 00:00:00;99;FUERA DE NAVARRA;676;MURILLO EL FRUTO;1;4
2020-08-22 00:00:00;30;VALLE DE SALAZAR;688;OCHAGAVÕA / OTSAGABIA;1;3
2020-08-22 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;2;177
2020-08-22 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;3;338
2020-08-22 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;1;176
2020-08-22 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;2;340
2020-08-22 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;3;236
2020-08-22 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;2;220
2020-08-22 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;2;437
2020-08-22 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;2;220
2020-08-22 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;2;61
2020-08-22 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;4;420
2020-08-22 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;2;197
2020-08-22 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;1;97
2020-08-22 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;4;41
2020-08-22 00:00:00;27;PUENTE LA REINA;756;PUENTE LA REINA / GARES;1;28
2020-08-22 00:00:00;51;BU—UEL;760;RIBAFORADA;1;35
2020-08-22 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;3;138
2020-08-22 00:00:00;99;FUERA DE NAVARRA;779;SAN ADRI¡N;1;2
2020-08-22 00:00:00;7;DONEZTEBE/SANTESTEBAN;786;DONEZTEBE / SANTESTEBAN;3;21
2020-08-22 00:00:00;40;TAFALLA;793;TAFALLA;1;269
2020-08-22 00:00:00;28;NO¡IN;795;CAMPANAS;1;3
2020-08-22 00:00:00;45;TUDELA OESTE;802;TUDELA;10;210
2020-08-22 00:00:00;46;TUDELA ESTE;802;TUDELA;9;455
2020-08-22 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;3;246
2020-08-22 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;1;146
2020-08-23 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;1;96
2020-08-23 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;1;116
2020-08-23 00:00:00;3;IRURTZUN;66;UZTEGI;1;2
2020-08-23 00:00:00;47;VALTIERRA-CADREITA;127;ARGUEDAS;1;16
2020-08-23 00:00:00;39;SAN ADRI¡N;148;AZAGRA;1;33
2020-08-23 00:00:00;51;BU—UEL;229;CABANILLAS;1;6
2020-08-23 00:00:00;39;SAN ADRI¡N;234;C¡RCAR;1;19
2020-08-23 00:00:00;50;CASCANTE;238;CASCANTE;1;55
2020-08-23 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;2;145
2020-08-23 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;1;198
2020-08-23 00:00:00;11;HUARTE;292;GORRAIZ;1;45
2020-08-23 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;3;104
2020-08-23 00:00:00;99;FUERA DE NAVARRA;386;FITERO;1;2
2020-08-23 00:00:00;29;SANG‹ESA;509;JAVIER;3;5
2020-08-23 00:00:00;41;ARTAJONA;534;LARRAGA;1;23
2020-08-23 00:00:00;47;VALTIERRA-CADREITA;662;MILAGRO;2;14
2020-08-23 00:00:00;50;CASCANTE;671;MURCHANTE;3;23
2020-08-23 00:00:00;1;ALTSASU/ALSASUA;707;OLAZTI / OLAZAGUTÕA;2;10
2020-08-23 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;7;184
2020-08-23 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;7;345
2020-08-23 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;4;285
2020-08-23 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;3;343
2020-08-23 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;1;237
2020-08-23 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;1;221
2020-08-23 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;1;62
2020-08-23 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;4;424
2020-08-23 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;2;99
2020-08-23 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;1;42
2020-08-23 00:00:00;27;PUENTE LA REINA;756;PUENTE LA REINA / GARES;1;29
2020-08-23 00:00:00;51;BU—UEL;760;RIBAFORADA;1;36
2020-08-23 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;1;139
2020-08-23 00:00:00;7;DONEZTEBE/SANTESTEBAN;786;DONEZTEBE / SANTESTEBAN;1;22
2020-08-23 00:00:00;38;LODOSA;790;SESMA;1;25
2020-08-23 00:00:00;45;TUDELA OESTE;802;TUDELA;17;227
2020-08-23 00:00:00;46;TUDELA ESTE;802;TUDELA;9;464
2020-08-23 00:00:00;47;VALTIERRA-CADREITA;875;VALTIERRA;2;33
2020-08-23 00:00:00;99;FUERA DE NAVARRA;875;VALTIERRA;1;2
2020-08-23 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;1;35
2020-08-23 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;2;248
2020-08-24 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;1;97
2020-08-24 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;1;62
2020-08-24 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;2;118
2020-08-24 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;1;53
2020-08-24 00:00:00;99;FUERA DE NAVARRA;46;BERRIOZAR;1;3
2020-08-24 00:00:00;47;VALTIERRA-CADREITA;127;ARGUEDAS;1;17
2020-08-24 00:00:00;39;SAN ADRI¡N;148;AZAGRA;1;34
2020-08-24 00:00:00;6;ELIZONDO;187;ELIZONDO;1;79
2020-08-24 00:00:00;13;BURLADA;227;BURLADA / BURLATA;2;317
2020-08-24 00:00:00;51;BU—UEL;229;CABANILLAS;1;7
2020-08-24 00:00:00;50;CASCANTE;238;CASCANTE;2;57
2020-08-24 00:00:00;29;SANG‹ESA;239;C¡SEDA;1;14
2020-08-24 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;2;147
2020-08-24 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;3;201
2020-08-24 00:00:00;25;ZIZUR-ECHAVACOIZ;251;CIZUR MENOR;2;33
2020-08-24 00:00:00;25;ZIZUR-ECHAVACOIZ;257;PATERN¡IN;1;2
2020-08-24 00:00:00;48;CORELLA;261;CORELLA;3;93
2020-08-24 00:00:00;51;BU—UEL;262;CORTES;1;8
2020-08-24 00:00:00;11;HUARTE;292;GORRAIZ;1;46
2020-08-24 00:00:00;67;SARRIGUREN;297;SARRIGUREN;1;163
2020-08-24 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;3;107
2020-08-24 00:00:00;28;NO¡IN;402;BERI¡IN;1;41
2020-08-24 00:00:00;11;HUARTE;448;HUARTE / UHARTE;1;89
2020-08-24 00:00:00;14;BERRIOZAR;481;ALDABA;1;4
2020-08-24 00:00:00;4;LEITZA;559;ARKISKIL;1;2
2020-08-24 00:00:00;50;CASCANTE;671;MURCHANTE;1;24
2020-08-24 00:00:00;43;OLITE;709;OLITE / ERRIBERRI;1;38
2020-08-24 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;2;347
2020-08-24 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;1;286
2020-08-24 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;1;344
2020-08-24 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;3;240
2020-08-24 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;1;221
2020-08-24 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;2;439
2020-08-24 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;2;64
2020-08-24 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;1;425
2020-08-24 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;1;198
2020-08-24 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;1;38
2020-08-24 00:00:00;51;BU—UEL;760;RIBAFORADA;1;37
2020-08-24 00:00:00;29;SANG‹ESA;780;GABARDERAL;1;2
2020-08-24 00:00:00;7;DONEZTEBE/SANTESTEBAN;786;DONEZTEBE / SANTESTEBAN;2;24
2020-08-24 00:00:00;40;TAFALLA;793;TAFALLA;3;272
2020-08-24 00:00:00;45;TUDELA OESTE;802;TUDELA;11;238
2020-08-24 00:00:00;46;TUDELA ESTE;802;TUDELA;13;477
2020-08-24 00:00:00;47;VALTIERRA-CADREITA;875;VALTIERRA;1;34
2020-08-24 00:00:00;5;LESAKA;883;BERA;2;7
2020-08-24 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;2;37
2020-08-24 00:00:00;99;FUERA DE NAVARRA;889;VILLAFRANCA;1;2
2020-08-24 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;1;98
2020-08-24 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;2;250
2020-08-24 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;1;147
2020-08-25 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;1;98
2020-08-25 00:00:00;99;FUERA DE NAVARRA;1;AB¡IGAR;1;3
2020-08-25 00:00:00;39;SAN ADRI¡N;38;ANDOSILLA;2;13
2020-08-25 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;1;119
2020-08-25 00:00:00;14;BERRIOZAR;45;BERRIOSUSO / BERRIOGOITI;1;13
2020-08-25 00:00:00;39;SAN ADRI¡N;148;AZAGRA;3;37
2020-08-25 00:00:00;13;BURLADA;227;BURLADA / BURLATA;1;318
2020-08-25 00:00:00;51;BU—UEL;229;CABANILLAS;1;8
2020-08-25 00:00:00;50;CASCANTE;238;CASCANTE;1;58
2020-08-25 00:00:00;99;FUERA DE NAVARRA;241;CASTEJ”N;1;4
2020-08-25 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;1;148
2020-08-25 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;3;204
2020-08-25 00:00:00;48;CORELLA;261;CORELLA;4;97
2020-08-25 00:00:00;51;BU—UEL;262;CORTES;2;10
2020-08-25 00:00:00;15;ORCOYEN;280;ETXAURI;1;9
2020-08-25 00:00:00;11;HUARTE;292;GORRAIZ;2;48
2020-08-25 00:00:00;67;SARRIGUREN;297;SARRIGUREN;4;167
2020-08-25 00:00:00;28;NO¡IN;304;NO¡IN;1;115
2020-08-25 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;4;111
2020-08-25 00:00:00;99;FUERA DE NAVARRA;337;ESTELLA-LIZARRA;1;5
2020-08-25 00:00:00;44;PERALTA;389;FUNES;1;28
2020-08-25 00:00:00;28;NO¡IN;402;BERI¡IN;1;42
2020-08-25 00:00:00;50;CASCANTE;671;MURCHANTE;5;29
2020-08-25 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;2;186
2020-08-25 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;3;350
2020-08-25 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;2;288
2020-08-25 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;4;180
2020-08-25 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;7;351
2020-08-25 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;1;222
2020-08-25 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;3;442
